geoid,county_state,year,population,median_income,median_monthly_rent_cost,median_monthly_home_cost,prop_female,prop_male,prop_white,prop_black,prop_native,prop_asian,prop_hawaiin_islander,prop_other_race,prop_multi_racial,prop_highschool,prop_GED,prop_some_college,prop_college_no_degree,prop_associates,prop_bachelors,prop_masters,prop_professional,prop_doctoral,prop_poverty
16,Idaho,2008,1523816,47576,690,946,0.4971026685636586,0.5028973314363414,0.927039091333862,0.00522241530473495,0.0108103603059687,0.01214647962746158,9.76495849892638e-4,0.01818723520425038,0.02561792237382991,0.23344440250969076,0.04398527047568607,0.08406817617878941,0.19174028996144551,0.08549754890206243,0.16590836584435162,0.04999676801207721,0.01486818702158759,0.00918301600772341,0.126125394047416
17,Illinois,2008,12901564,56235,811,1293,0.507526839381644,0.49247316061835605,0.7270693692640675,0.14576659077922646,0.0018621773298183,0.04280450029159255,1.9230226660891655e-4,0.0650790090255724,0.01722605104311384,0.23855916548148767,0.03494070888179509,0.06791364533892545,0.14605265399671902,0.07252318441242109,0.18646061530180155,0.08077291184210354,0.02076609922238675,0.01077556754853038,0.12191436289350462
18,Indiana,2008,6376792,47966,670,916,0.5082031842970572,0.4917968157029428,0.8574157664229913,0.08585555244706115,0.00245844619049829,0.01329979086663011,2.324052595725249e-4,0.02132561325506618,0.01941242555818035,0.3030540381383725,0.04802389991908881,0.06806114778978413,0.1393166116885542,0.07502477605794965,0.14772084205083522,0.05814378252605675,0.01403545729182126,0.00903811443426804,0.1307514631506254
19,Iowa,2008,3002557,48980,607,823,0.5069325911215008,0.4930674088784992,0.9269192891259016,0.0253853632087584,0.00329152785442541,0.01574691171558108,5.322130437490446e-4,0.01321173919429339,0.01491295585729097,0.2949802548877742,0.04273644620315841,0.08172293787868376,0.14376543534233618,0.09669749356313384,0.1693820406381491,0.04896413948092788,0.01482348637647886,0.00947088353819476,0.11549711635682965
20,Kansas,2008,2802134,50177,654,887,0.5041821697320685,0.4958178302679315,0.8624741000965692,0.05624142171644896,0.00731692345904942,0.02141189536260578,6.973256810702129e-4,0.02481430224250517,0.02704403144175118,0.2380702482770074,0.04129314401173573,0.08540341553876388,0.15973483904896343,0.07445708433668244,0.19557142461734345,0.07227711810456974,0.0181222840377536,0.01016524121896537,0.11318269693725952
21,Kentucky,2008,4269245,41538,578,728,0.5112058455300644,0.4887941544699356,0.8906223465741601,0.07421171659157533,0.0017637779045241,0.01023881271747112,6.375834603073846e-4,0.0080684055377473,0.01445735721421469,0.27484178129444514,0.06954696298750888,0.06817240426297685,0.1368321172659752,0.06703279796666947,0.1173408118981302,0.05642652324010189,0.01590993420635854,0.00708686139059814,0.17342756911725915
22,Louisiana,2008,4410796,43733,698,709,0.514914768218707,0.485085231781293,0.6404240867181343,0.3185506652314004,0.00631745381105814,0.01463454668953177,2.561895857346384e-4,0.00840324512854369,0.01141381283559702,0.29619360537007594,0.05384525702172761,0.05665006182653241,0.15407631160572338,0.04869987634693517,0.13777495142201024,0.04309203320968027,0.01383677795442501,0.00803426956368133,0.17347585266144497
23,Maine,2008,1316456,46581,702,973,0.5133684680688151,0.4866315319311849,0.9580867115953744,0.0093675747613289,0.00538567183407573,0.00817345965227854,2.453557126102202e-4,0.00266548976950236,0.01607573667482999,0.3018445090103964,0.0481039076280915,0.06264093888179334,0.14057273684731972,0.0904151868308432,0.16487506919062583,0.0635627626282315,0.0145822609235037,0.01060851136233919,0.12319627048084336
24,Maryland,2008,5633597,70545,1074,1658,0.5157568068855476,0.48424319311445246,0.6122928210874864,0.28852099289317285,0.00283815118475815,0.05075123406945864,2.8347785615477996e-4,0.0240143198031382,0.02129900310583096,0.2302557996897211,0.03348553301289889,0.06137295068276054,0.14130410671883414,0.06169498863513367,0.1975749606806359,0.10301633307009068,0.02986133660449062,0.02136835395846111,0.08060123880141605
25,Massachusetts,2008,6497967,65401,991,1697,0.5148935043837557,0.4851064956162443,0.8253953890501444,0.06263466711973145,0.0022051512419192,0.04958750944718556,8.633469514388115e-5,0.039491736415405,0.02059921203047045,0.23721767096179633,0.0293015322900994,0.04955493804240043,0.11470063054707366,0.07538028712163708,0.21738628221887263,0.11339910826168784,0.0287310362359357,0.02140553947348375,0.09992257104935362
26,Michigan,2008,10003422,48591,706,1045,0.5083239515437817,0.49167604845621826,0.7962118363096149,0.13884028885315444,0.00541504697092654,0.02316017458825589,2.812037720691979e-4,0.01440447079009562,0.02168697871588342,0.27058505970637475,0.04086730253684197,0.08045317820418578,0.16103430295085766,0.08062065540012867,0.15324585893772988,0.067442463284774,0.01691383886702129,0.00986772620888359,0.14435443562985636
27,Minnesota,2008,5220393,57288,734,1225,0.5026573669836735,0.4973426330163266,0.8813667859871852,0.04417272799193471,0.01049576152600005,0.03520347989126489,8.869064072379225e-5,0.01065015603231404,0.01802239793057725,0.24400834140380837,0.03112401486915703,0.07115685039379192,0.1577632954505669,0.09660901159804663,0.2154581015754281,0.06728302237289038,0.02107110129504721,0.01139318631035242,0.09643730203195462
28,Mississippi,2008,2938618,37790,638,653,0.5141113952204743,0.4858886047795256,0.5973392935046338,0.37483402061785503,0.00413663837899311,0.00764440971912647,2.327624754221202e-4,0.00704378724965272,0.00876908805431669,0.24441114313573045,0.05626387952252295,0.05863172069568355,0.16739992783722138,0.07838896596751815,0.12583599290399344,0.04763065543561835,0.01255922287560082,0.00783159441082098,0.21192577171420415
29,Missouri,2008,5911605,46867,657,886,0.5118768929926814,0.48812310700731865,0.841640468197723,0.11134015212450764,0.00351207497794592,0.01415943724250859,7.143576067751482e-4,0.00857838099805382,0.02005512885248591,0.27332003864296095,0.04675359034528655,0.07420459777688057,0.15326408142908474,0.06718823938308142,0.1588036208750644,0.06531176253221205,0.01623785799707803,0.00970926100572315,0.13384434373244375
30,Montana,2008,967440,43654,631,758,0.5025469279748614,0.4974530720251385,0.8962354254527413,0.0053801786157281,0.06050090961713388,0.00669085421318117,7.483668237823534e-4,0.00639212767716861,0.02405213760026461,0.2586286417688735,0.05037352859965725,0.07496332586224716,0.17777585815939792,0.07638092975687862,0.18753711762101696,0.05578171059593353,0.0183625209594047,0.00954684494436791,0.14817144178331357
31,Nebraska,2008,1783432,49693,626,917,0.504858609691875,0.495141390308125,0.8891328629294529,0.03991068905346545,0.00764873569611849,0.014970573590694791,4.945520771187239e-4,0.02608790242633305,0.02175468422681661,0.2600039782257287,0.03610022696733251,0.08165178016915277,0.16262691452113193,0.0896091002347848,0.18509259798118077,0.05783801672418301,0.01890786411840172,0.00952515793469282,0.10810490043282024
32,Nevada,2008,2600167,56361,1011,1543,0.4906688685765184,0.5093311314234816,0.7726103746413211,0.07392448254285205,0.01327491657266629,0.06025805265584864,0.00431856876885215,0.04342644145549113,0.03218716336296861,0.24965879786916784,0.03488272821364457,0.07450486220345821,0.1873383894791624,0.07033266476817551,0.14895885108149673,0.04839982925274687,0.01411062316899884,0.00711934180442422,0.1130728708025841
33,New Hampshire,2008,1315809,63731,914,1534,0.5079711417082571,0.492028858291743,0.948245528036364,0.00983425405966975,0.00175785391344792,0.01992842426218395,1.9987703382481805e-4,0.00621974769894414,0.01381431499556546,0.24912300905338128,0.04157734351469624,0.05940727813900749,0.13296710841025458,0.09268531970306326,0.21312319508176392,0.08978969934269972,0.01857404815477561,0.01168878337437769,0.07605936134185379
34,New Jersey,2008,8682661,70378,1068,1905,0.5102926395490968,0.4897073604509032,0.7076311052567871,0.13624832295076358,0.00238544381728136,0.07638856336784311,1.542153954876276e-4,0.05842298806782851,0.01876936114400873,0.26836493790067006,0.02623476078947615,0.05261088313457739,0.11966025480889332,0.06279727064769682,0.21588467352557256,0.0906628902043604,0.02422671051319019,0.01327212781540124,0.08718803671466364
35,New Mexico,2008,1984356,43508,668,794,0.5064413845096344,0.4935586154903656,0.7344851427868789,0.0227746432595764,0.09215332329481202,0.01353839734402496,3.7291695643322065e-4,0.10476799525891524,0.03190758109935918,0.21702731992441343,0.04458276767305292,0.06170789629148555,0.1795423335589454,0.07425949037758069,0.13974906201462436,0.07515776542345295,0.01590134623886448,0.01639743193492983,0.17140424471059448
36,New York,2008,19490297,56033,953,1345,0.5145287934811871,0.4854712065188129,0.6717621593965448,0.1591166619985319,0.00372364772070943,0.06987861703697999,3.0312519096040456e-4,0.07526144932527196,0.01995433933100147,0.23829613112996417,0.03821816500544967,0.04658889025564199,0.11795298532535556,0.0806898900457332,0.18118273203336752,0.09742422629025062,0.02731820704840693,0.01331283815664581,0.1361228625037234
37,North Carolina,2008,9222414,46549,694,937,0.5108583284159657,0.48914167158403427,0.703940421672677,0.2122529957991476,0.01043793956766634,0.01853213269324062,4.5497849044729506e-4,0.03738630688234121,0.0169952248944799,0.23209595559145255,0.04412343485916505,0.06547960130247982,0.15224717208558636,0.0817173802835186,0.17424126770758783,0.06103792490610593,0.01465232284606466,0.01070922376245108,0.1455069051932816
38,North Dakota,2008,641481,45685,534,721,0.4965322433556099,0.5034677566443901,0.9099755097968608,0.00953262840208829,0.05301170260693613,0.00840866681943814,4.177832235093479e-4,0.00561045455750053,0.01304325459366684,0.237571408450368,0.03331399665308324,0.0637967213584376,0.17074049936379934,0.12196432024407187,0.20322612218394673,0.04648919891237142,0.01206274633378929,0.00712831200330394,0.11963042644602316
39,Ohio,2008,11485910,47988,667,998,0.5124441163129434,0.4875558836870566,0.8410089405192971,0.11719828903412964,0.00184939634735079,0.01524537455020978,1.403458672408194e-4,0.00634577495383474,0.0182118787279371,0.31709460043951776,0.03699707305642296,0.07061758600807978,0.13662497167063592,0.07403067908666,0.153859923967053,0.06222896284583516,0.01591715574098069,0.00898815535751494,0.1335605896574802
40,Oklahoma,2008,3642361,42822,614,733,0.5072078248147287,0.4927921751852713,0.7581129382837122,0.07165709274835745,0.06452078747823184,0.01696893855386657,9.285186174571932e-4,0.0219061207826462,0.06590560353572861,0.26877911289126244,0.05261152436052303,0.07264246508572277,0.17126666242821115,0.06829889588234048,0.14983660754021236,0.04975861995888698,0.01384110030304956,0.00825905440057643,0.15938638910510916
41,Oregon,2008,3790060,50169,780,1258,0.5027171073808858,0.49728289261911424,0.8670187279357056,0.01731977857870324,0.01687440304375128,0.0342638375118072,0.00261710896397418,0.02694944143364485,0.03495670253241374,0.21212258603284953,0.04412151649548256,0.08215015762113188,0.1850295769708454,0.0820288658835018,0.1803360129894538,0.06879140339965628,0.0189699502626373,0.01290923851652067,0.136182535638123
42,Pennsylvania,2008,12448279,50713,726,980,0.513489294383585,0.4865107056164149,0.83771451459274,0.10347269690854456,0.00141168108459008,0.0238791241745144,2.593129540236044e-4,0.01842399258564175,0.01483867769994551,0.3360766280306187,0.03726662271165307,0.05593196821080283,0.10885732853887022,0.07385315407113255,0.16308210699002706,0.06876898745677455,0.01825828179946225,0.01249449579084335,0.12141270557888847
44,Rhode Island,2008,1050788,55701,850,1579,0.5176439015291381,0.48235609847086186,0.8321240821174205,0.05440583638183915,0.00479640041568803,0.02873272249016928,3.930383673966585e-4,0.06069064359318911,0.01885727663429731,0.23539603750850097,0.04283763153513388,0.05460630465639312,0.12817144647024462,0.0756942543591075,0.1869978807640537,0.08058317083976488,0.02015390563050797,0.01262652628727357,0.11703593724703552
45,South Carolina,2008,4479800,44625,675,799,0.5135396669494174,0.4864603330505826,0.675472565739542,0.2807705701147373,0.00275302468860217,0.01099602660833072,2.4554667619090136e-4,0.01420621456315014,0.01555605160944685,0.26542177359263,0.04320893410013504,0.06009142982217325,0.1413149437835625,0.08510188405963542,0.1517299989663985,0.06104970677468365,0.01435591426106612,0.00947670714826642,0.15660717635406407
46,South Dakota,2008,804194,46032,569,789,0.5006304448926503,0.4993695551073497,0.8709913279631532,0.00944423857924829,0.08171535723967102,0.00821816626336431,2.5491361537141534e-4,0.00769590422211555,0.02168009211707623,0.28305949073498676,0.04196646583388943,0.06865536368833762,0.1624986376386501,0.0965699087361302,0.177732227637675,0.04648281321404465,0.01606152328251646,0.01030231993407127,0.12454549092143528
47,Tennessee,2008,6214888,43614,660,824,0.5129974989090712,0.48700250109092874,0.7943766645513162,0.16340230105514372,0.00249240211569379,0.01319090545155439,4.671041537675337e-4,0.01062464842487909,0.01544597424764533,0.2668546965982225,0.05852910473490653,0.06601526585963836,0.14948499272142202,0.06026423153539687,0.14866471613545815,0.05405445525589947,0.01593481841863316,0.00993573781795893,0.15485897846695923
48,Texas,2008,24326974,50043,768,1010,0.5006677772582813,0.49933222274171873,0.7387403381941379,0.11428679950083392,0.00498833105999948,0.03458461377070572,7.540600816196869e-4,0.08710635363033643,0.01953950376236683,0.20803418428194245,0.04638182762323663,0.06331092561206904,0.16221566817936525,0.062882623730516,0.17077482970735702,0.05844998355685737,0.01457046240338579,0.00956928751539024,0.1584819356147368
49,Utah,2008,2736424,56633,784,1196,0.4957250776926383,0.5042749223073617,0.909771658193321,0.01096357874364499,0.01064418379607838,0.01966069585707478,0.00746229385504585,0.02095070062241816,0.0205468889324169,0.2151078646163663,0.02925511728162384,0.08295007056323224,0.19106619307180983,0.09509826750219022,0.1969151581658448,0.06593063061788176,0.01600055061191251,0.01172944886063214,0.09559461640493835
50,Vermont,2008,621270,52104,797,1170,0.5086162216105719,0.4913837783894281,0.9589550437008064,0.00748466850161765,0.00238382667761198,0.01191913338805994,9.174754937466802e-5,0.00376647834274952,0.0153991018397798,0.29045803391344605,0.03981072863427309,0.05654412260764576,0.1107432902416839,0.08736120448798326,0.19874191304590577,0.08632598131015054,0.02206304858104634,0.01410927769338317,0.10553012681023488
51,Virginia,2008,7769089,61233,934,1311,0.508016319545316,0.49198368045468394,0.7079867407877551,0.19570273940741317,0.00309006628705115,0.04818183959535024,5.339107326483195e-4,0.02313823409668752,0.02136646909309444,0.21527692382291616,0.03650021820297726,0.06143412694564321,0.1419331813994084,0.0672804150705523,0.19920147408233527,0.09853290016001552,0.02331940066915579,0.01584813072782815,0.10215359822855784
53,Washington,2008,6549224,58078,874,1428,0.5010862355601213,0.4989137644398786,0.8038065273076627,0.0335183221706877,0.01389553937993264,0.06482935993638331,0.00443899918524698,0.0397882252920346,0.03972302672805206,0.19981344121198943,0.0375540151047439,0.08372059209283363,0.1751284728228332,0.09317250899235692,0.19847498560242924,0.07648408928841245,0.02015067368324615,0.01189044491285453,0.1134793045868778
54,West Virginia,2008,1814468,37989,528,503,0.5105050075283775,0.48949499247162254,0.9435746455710434,0.03403697392293499,0.00135466704290183,0.0052847446193595,1.8021811351867325e-4,0.00165613281689178,0.0139126179133498,0.3427191488184402,0.06507096473303743,0.05827684743471679,0.12695078908988866,0.05845786580136199,0.10343737278321669,0.04824416136720248,0.01187527913585467,0.00734665807685771,0.17011610012221065
55,Wisconsin,2008,5627968,52094,704,1119,0.5028463203770881,0.49715367962291185,0.8836043488520191,0.05781571608083059,0.00861696441770813,0.02044858819382057,1.6613456224342428e-4,0.01329023192740257,0.01605801596597564,0.30088969060370724,0.03540537592354621,0.07020041983605642,0.1449644948531505,0.08796656210673627,0.1708796602999513,0.06070275979683979,0.01565898031453117,0.00967911009655165,0.1039618547734602
56,Wyoming,2008,532668,53207,636,869,0.4944562091208783,0.5055437908791217,0.9187054600614266,0.01062575563014861,0.02043674483918688,0.00700624028475523,3.379215571425353e-4,0.01515953652181095,0.02772834110552914,0.2485252827078128,0.05748320639745384,0.09250148115710569,0.18127931903980948,0.1007186831869349,0.15738045559533928,0.05581744130467759,0.01441659582871813,0.00867514432337595,0.094095314525588
72,Puerto Rico,2008,3954037,18401,429,276,0.5204966468447311,0.479503353155269,0.7572604909868067,0.07156002839629472,0.00158395078245347,0.00359607155926967,0,0.08782290099966186,0.0781765572755136,0.2007526347271388,0.04119267246777228,0.02113226567476939,0.11091016998063964,0.08442794393664677,0.15515273989065173,0.03674539151240221,0.0129552580589709,0.0066672267090432,0.4479772735647809
01,Alabama,2009,4708708,40489,657,751,0.5156242434230366,0.48437575657696336,0.6997730587668635,0.2610626949048444,0.00511307985120334,0.01091806924532164,4.610606561290273e-4,0.00906214613435362,0.01360989044128453,0.2559700280681981,0.05433728436171967,0.06002730439392782,0.16025991164262182,0.07013872352279314,0.1435829860377884,0.05416655166814185,0.013843789855012,0.00873625072288607,0.17535426253661282
02,Alaska,2009,698473,66953,1007,1384,0.4836049496544605,0.5163950503455395,0.683468079653759,0.03875167687226278,0.13164861061200647,0.04815647848950496,0.00766099763340887,0.01681238931211371,0.07350176742694421,0.22117547741304056,0.05596064734286072,0.08709628042247053,0.20870730881445715,0.07544911846151706,0.17583457412020093,0.06579417317210062,0.01467607345458256,0.00932793417103841,0.09034571490536508
04,Arizona,2009,6595778,48745,859,1158,0.498607290906395,0.501392709093605,0.7997787372467661,0.03851115061786494,0.04459595213786759,0.02545279722877271,0.00171928163743534,0.06214187318008581,0.02780020795120757,0.20996245260674384,0.03892443701860845,0.07762831164312864,0.1818411004486338,0.07780720963619916,0.1628903889642536,0.06583869850768473,0.01599512832517817,0.01085345876907352,0.16522268216203112
05,Arkansas,2009,2889450,37823,606,653,0.5108048244475593,0.4891951755524408,0.7840720552354254,0.15497274567824326,0.00631296613542369,0.0111446815137829,8.060357507484123e-4,0.0229465815293568,0.0197449341570195,0.2860223728592783,0.06203483980894095,0.06749727141036832,0.1593386045798287,0.06041081687513196,0.12731089744599808,0.04369209953810939,0.01103463706869112,0.00648611229288717,0.18794279230350355
06,California,2009,36961664,58931,1155,1852,0.49901127286910024,0.5009887271308997,0.6265315868895945,0.06081836575323016,0.00800166897247916,0.1249604725588112,0.00372126103413525,0.1379114316931186,0.03805521309863106,0.1874484302464512,0.02193485026916662,0.05922178726874055,0.1629895817902441,0.07559308554174064,0.191487180552406,0.07087369753456264,0.02252420086040308,0.01409803478741099,0.14166613724139418
08,Colorado,2009,5024748,55430,851,1352,0.4966746591072826,0.5033253408927174,0.8460243180354516,0.03879816460447369,0.00977999294690997,0.025914931455269,0.00114174880013883,0.04607335532050562,0.03226748883725114,0.18860631426551783,0.03724363630180411,0.06346269229554669,0.16567173786834632,0.07950736146097248,0.2313856210420457,0.09288242309999976,0.02157244498640905,0.01293933748065809,0.1290175167645876
09,Connecticut,2009,3518288,67034,1006,1708,0.5122110526483336,0.4877889473516665,0.7907320264856089,0.0958685019532227,0.00278572987771325,0.03525493080725626,2.7541804423060305e-4,0.05276486745826379,0.02231852537370448,0.24852870936545896,0.03322956522032651,0.05297869898583476,0.12121544555591748,0.07375820032505945,0.2004950996359537,0.11283326610487304,0.02798152595665536,0.01459392040937913,0.09400683480253531
10,Delaware,2009,885122,56860,949,1234,0.5154735731345509,0.48452642686544906,0.7191438016454229,0.20764369205601035,0.00309109930608435,0.03065340145200322,0,0.01812179563947117,0.02134620990100799,0.277697590286541,0.0341553904757424,0.06279940786345237,0.1375490856665653,0.0741783769342315,0.17363345672311903,0.07791871732873155,0.01989639290713168,0.01603507115216262,0.10830898101215836
11,District of Columbia,2009,599657,59290,1059,1841,0.5303164975977934,0.4696835024022066,0.3872997396845197,0.5321692234060471,0.00306008268059907,0.02879646197743043,8.988471743013089e-4,0.02935011181392029,0.01842553326318212,0.17300602811831756,0.02736843123784458,0.04031969346582937,0.1196600837937474,0.02595090421774763,0.20475766577325377,0.157190683993072,0.08275600150944856,0.04001731995471654,0.18400681993990453
12,Florida,2009,18537969,44736,952,1125,0.5085044645397778,0.49149553546022223,0.7691570743267507,0.15636184309079382,0.00311333997807418,0.02388001619810671,4.80419403010114e-4,0.02770427547915308,0.0193030315241114,0.25897660360048447,0.04282879450140552,0.06516644397475686,0.1485904477044818,0.08464571050385034,0.16263238086191142,0.06048366432975568,0.01963831729909919,0.00986091338263803,0.14940449789512034
13,Georgia,2009,9829211,47590,800,1092,0.5089201971551939,0.4910798028448062,0.6185144463782495,0.2997311788301218,0.00229916724750338,0.02968101915809926,6.352493602996212e-4,0.03287445960820253,0.01626447941752395,0.24309305805185796,0.04571237524328582,0.05754385886067599,0.15293180485258717,0.06446853663837174,0.17601887926891788,0.06908466747967923,0.01947907701779971,0.01085159909770371,0.165131735284846
15,Hawaii,2009,1295178,64098,1293,1672,0.4945428350388904,0.5054571649611096,0.26898233293029994,0.02262777780351426,0.00268457308570713,0.370711207262631,0.08808441774026428,0.01041246840202659,0.2364972227755567,0.2639613629439008,0.02474959875770628,0.05338759495878843,0.1673494675964992,0.09894176238527642,0.19625930049621523,0.06291773655172883,0.02299398674569563,0.0135589879972771,0.10362821764243373
16,Idaho,2009,1545801,44926,694,957,0.497701191809295,0.502298808190705,0.9234953270181608,0.00662439731893044,0.01471211365499181,0.01116767294108361,8.054076818426175e-4,0.01792145302014942,0.02527362836484127,0.2374191941726417,0.05107032052545837,0.08245047886856277,0.19044856962012183,0.08345075903001878,0.16365683334543907,0.05254272462204144,0.01236757183028441,0.01035040934701628,0.14293792784152914
17,Illinois,2009,12910409,53966,828,1267,0.5074431026933384,0.4925568973066616,0.7249853199848277,0.14547161131765848,0.00190969937513211,0.04379636617244271,1.498016058205437e-4,0.06576058124882024,0.01792662029529815,0.2378617896190099,0.03502541518259833,0.06618139859176814,0.14609975996936597,0.07296774833535265,0.18890148978278729,0.08563617006726855,0.02074849309756375,0.01065874441922553,0.13337412006393015
18,Indiana,2009,6423113,45424,687,896,0.5080570745057731,0.49194292549422686,0.8566011527432259,0.08822700145552476,0.00213136527412798,0.01410422018108664,1.810648512644881e-4,0.02043510677766372,0.01832008871710648,0.3047512526203076,0.05000894302932598,0.06899177479782792,0.14199646571481037,0.07527645884656385,0.14463787885653234,0.05818692600656776,0.01352591451417887,0.00885145270568371,0.1440170218341116
19,Iowa,2009,3007857,48044,611,821,0.5068392546587155,0.4931607453412845,0.922563805393674,0.02540380077909288,0.00368368576032703,0.01521714629385639,1.4196153607036504e-4,0.01495250605331304,0.01803709418366631,0.291407882388635,0.03872589034159777,0.07784806580049342,0.14434420366127065,0.10177813384542456,0.17681131325858945,0.0514882904058111,0.01319604199511635,0.00935939627350639,0.1180318547715386
20,Kansas,2009,2818747,47817,671,883,0.5040814234126014,0.4959185765873986,0.8631845993982432,0.05577762033981765,0.00828488686639843,0.02186432482234127,5.981381088831314e-4,0.02123390286535116,0.02905652759896507,0.24114868876219284,0.04463603629300176,0.08170126485997654,0.16375851688230422,0.07150698652444869,0.19251719406938655,0.07505967207170157,0.01664405816520679,0.0104104133983839,0.1335803431423673
21,Kentucky,2009,4314113,40072,613,737,0.5105547768452054,0.4894452231547945,0.8876765629458477,0.0749143566707687,0.00238032707998144,0.00977141767032991,2.874287252095622e-4,0.00859782764151054,0.01637207926635208,0.2701710229577181,0.07110682010041938,0.06402665245906539,0.13651322248763004,0.06529449319908401,0.12465953714776844,0.06132519246121321,0.01628765248930172,0.00749374507573506,0.18561905175827004
